iata_code,latitude,longitude,country_code,country_name,city_code_list,city_name_list
TVU,-16.8374,-179.95537,FJ,Fiji,TVU,Taveuni Island
LUC,-16.75,-179.68333,FJ,Fiji,LUC,Laucala Island
ICI,-17.7433,-179.342,FJ,Fiji,ICI,Cicia Island
VBV,-17.2448,-178.95913,FJ,Fiji,VBV,Vanuabalavu Island
NFO,-18.19917,-178.816942,TO,Tonga,NFO,Mata'aho Airport
LKB,-18.19959,-178.81665,FJ,Fiji,LKB,Lakeba Island
ONU,-20.64921,-178.74224,FJ,Fiji,ONU,Ono-i-Lau Island
FUT,-14.28801,-178.12511,WF,Wallis and Futuna,FUT,Futuna Island
MDY,28.20172,-177.38064,UM,United States Minor Outlying Islands,MDY,Sand Island
ADK,51.87,-176.7,US,United States,ADK,Adak Airport
CHT,-43.81,-176.457222,NZ,New Zealand,CHT,Chatham Island
WLS,-13.28188,-176.20663,WF,Wallis and Futuna,WLS,Wallis Island
TBU,-21.241214,-175.149644,TO,Tonga,TBU,Fuaʻamotu International Airport
EUA,-21.36407,-174.93866,TO,Tonga,EUA,Eua
HPA,-19.82041,-174.34813,TO,Tonga,HPA,Lifuka Island
AKB,52.19611,-174.20056,US,United States,AKB,Atka
VAV,-18.61859,-173.9649,TO,Tonga,VAV,Vava‘u Island
NTT,-15.97688,-173.79178,TO,Tonga,NTT,Niuatoputapu Island
PVS,64.378139,-173.243306,RU,Russia,PVS,Provideniya
AAU,-13.51963,-172.63784,WS,Samoa,AAU,Asau
MXS,-13.73,-172.3,WS,Samoa,MXS,Maota Airport
APW,-13.82997,-172.00834,WS,Samoa,APW,Apia
LAV,-13.92,-172,WS,Samoa,LAV,Lalomalava
ZQB,51,-172,US,United States,ZQB,
GAM,63.77972,-171.74111,US,United States,GAM,Gambell
CIS,-2.768122,-171.710394,KI,Kiribati,CIS,Kanton Airport
FGI,-14.331,-170.7105,AS,American Samoa,PPG,Pago Pago
PPG,63.68639,-170.4925,US,United States,SVA,Savoonga
SVA,57.167333,-170.220444,US,United States,SNP,Saint Paul Island Airport
SNP,57.17,-170.2,US,United States,BAR,Baker Island AK US Baker Aaf
BAR,-19.080028,-169.925639,NU,Niue,IUE,Alofi / Niue
IUE,-14.18,-169.7,AS,American Samoa,OFU,Ofu
OFU,56.57766,-169.66302,US,United States,STG,Saint George Island
STG,-14.22,-169.5,AS,American Samoa,FTI,Fitiuta Airport
FTI,16.73,-169.5,UM,United States Minor Outlying Islands,JON,Johnston Island
JON,-14.25,-169.5,AS,American Samoa,TAV,Tau Airport
TAV,63.29028,-168.97194,US,United States,OHC,Northeast Cape
OHC,65.7581,-168.952,US,United States,DIO,Diomede
DIO,52.93806,-168.86778,US,United States,IKO,Nikolski
IKO,53.22389,-168.43222,US,United States,UMB,Umnak Island
UMB,65.67,-168.1,US,United States,WAA,Wales
WAA,65.55861,-167.94806,US,United States,TNC,Tin City
TNC,53.40037,-167.55524,US,United States,KCN,Chernofski
UNS,65.4,-167.2,US,United States,LSR,Lost River 1 Airport
KCN,65.25,-166.9,US,United States,KPC,Port Clarence
LSR,68.35,-166.8,US,United States,PHO,Point Hope
KPC,53.900139,-166.5435,US,United States,DUT,Dutch Harbor
PHO,65.33472,-166.48917,US,United States,KTS,Brevig Mission
DUT,65.27,-166.4,US,United States,TLA,Teller
KTS,60.38,-166.2,US,United States,MYU,Mekoryuk
TLA,68.875133,-166.110022,US,United States,LUR,Cape Lisburne LRRS Airport
MYU,61.5,-166.1,US,United States,HPB,Hooper Bay
LUR,66.25,-166.1,US,United States,SHH,Shishmaref
HPB,61.73,-166,US,United States,CZF,Cape Romanzof LRRS Airport
SHH,54.12,-165.8,US,United States,KQA,Akutan
CZF,-10.88,-165.8,CK,Cook Islands,PZK,Pukapuka Island
KQA,61.52,-165.6,US,United States,VAK,Chevak
PZK,61.87,-165.6,US,United States,SCM,Scammon Bay
VAK,54.28106,-165.59761,US,United States,LHB,Lost Harbor Seaplane Base
SCM,64.512203,-165.445247,US,United States,OME,Nome
LHB,60.5756,-165.27313,US,United States,TNK,Tununak
OME,60.53378,-165.10366,US,United States,OOK,Toksook Bay
TNK,62.53132,-164.847,US,United States,SXP,Nunam Iqua
OOK,60.47944,-164.72389,US,United States,NME,Nightmute
SXP,67.73,-164.7,US,United States,KVL,Kivalina
NME,60.94278,-164.62944,US,United States,WWT,Newtok
KVL,62.68889,-164.61528,US,United States,AUK,Alakanuk
WWT,67.98,-164.6,US,United States,LRK,Lincoln Rock
AUK,62.77778,-164.52306,US,United States,EMK,Emmonak
LRK,64.58,-164.3,US,United States,SOL,Solomon
EMK,60.16,-164.26583,US,United States,CYF,Chefornak
SOL,59.93889,-164.04139,US,United States,KPN,Kipnuk
CYF,69.03,-163.8,US,United States,PMU,Paimiut
KPN,62.08556,-163.72944,US,United States,MOU,Mountain Village
PMU,64.9,-163.7,US,United States,CIL,Council
MOU,63.03417,-163.55333,US,United States,KOT,Kotlik
CIL,67.6,-163.5,US,United States,KKF,Kagvik Creek
KOT,54.85083,-163.415,US,United States,KFP,False Pass
KKF,64.68139,-163.40556,US,United States,WMO,White Mountain
KFP,62.05877,-163.29765,US,United States,KSM,St. Mary's
WMO,59.82,-163.2,US,United States,KWK,Kwigillingok
KSM,64.54333,-163.02917,US,United States,GLV,Golovin
KWK,69.74386,-163.00844,US,United States,PIZ,Point Lay
GLV,67.58,-163,US,United States,WTK,Noatak
PIZ,68.02875,-162.90855,US,United States,RDB,Red Dog Mine
WTK,61.93,-162.9,US,United States,PQS,Pilot Station
RDB,59.95327,-162.89513,US,United States,KKH,Kongiganak
PQS,66.08,-162.8,US,United States,DRG,Deering Airport
KKH,55.206061,-162.725436,US,United States,CDB,Cold Bay
DRG,54.46,-162.7,US,United States,KPH,Pauloff Harbor Seaplane Base
CDB,60.34306,-162.66306,US,United States,WTL,Tuntutuliak
KPH,66.884678,-162.59855,US,United States,OTZ,Kotzebue
WTL,60.89556,-162.51806,US,United States,KUK,Kasigluk
OTZ,60.88,-162.5,US,United States,NUP,Nunapitchuk
KUK,55.06167,-162.31028,US,United States,KVC,King Cove
NUP,64.62,-162.3,US,United States,ELI,Elim
KVC,67.92,-162.3,US,United States,KEU,Kelly Bar
ELI,63.5,-162.3,US,United States,WBB,Stebbins
KEU,68.25,-162.3,US,United States,WRH,Wrench Creek
WBB,60.86675,-162.27314,US,United States,ATT,Atmautluak
WRH,63.48477,-162.11342,US,United States,SMK,St. Michael
ATT,61.87,-162.1,US,United States,MHL,Marshall MO US Memorial Mncp
SMK,64.7,-162.1,US,United States,MOS,Moses Point
MHL,60.7,-162.1,US,United States,WNA,Napakiak
MOS,61.87778,-162.08111,US,United States,FTL,Marshall
WNA,58.646428,-162.062778,US,United States,EHM,Cape Newenham LRRS Airport
FTL,60.21889,-162.02444,US,United States,EEK,Eek
MLL,67.97,-162,US,United States,KUW,Kugururok River
EHM,59.74889,-161.91583,US,United States,KWN,Quinhagak
EEK,65.9,-161.9,US,United States,CDL,Candle
KUW,60.779778,-161.838,US,United States,BET,Bethel
KWN,59.01555,-161.82308,US,United States,PTU,Platinum
CDL,60.70806,-161.76611,US,United States,PKA,Napaskiak
BET,59.11889,-161.5875,US,United States,GNU,Goodnews Bay
PTU,60.8,-161.5,US,United States,KWT,Kwethluk
JBT,60.90944,-161.43139,US,United States,KKI,Akiachak
PKA,61.785,-161.32028,US,United States,RSH,Russian Mission
GNU,65.4,-161.3,US,United States,GMT,Granite Mountain Air Station
KWT,60.91222,-161.21389,US,United States,AKI,Akiak
KKI,56.00062,-161.20697,US,United States,NLG,Nelson Lagoon
RSH,65.98,-161.2,US,United States,BKC,Buckland Airport
GMT,65.2,-161.2,US,United States,HAY,Haycock Airport
AKI,64.93194,-161.15694,US,United States,KKA,Koyuk
NLG,64.33389,-161.15389,US,United States,SKK,Shaktoolik
BKC,66.83833,-161.03278,US,United States,ORV,Noorvik
HAY,-10.37,-161,CK,Cook Islands,MHX,Manihiki Island Airport
KKA,61.08,-161,US,United States,TLT,Tuluksak
SKK,55.8,-160.9,US,United States,HED,Herendeen Bay Airport
ORV,63.88,-160.8,US,United States,UNK,Unalakleet
MHX,67.9,-160.7,US,United States,NOL,Nakolik River
TLT,55.98861,-160.57694,US,United States,PML,Port Moller
HED,55.32,-160.5,US,United States,SDP,Sand Point
UNK,66.975,-160.42278,US,United States,IAN,Kiana
NOL,61.53,-160.4,US,United States,KLG,Kalskag
PML,59.07,-160.4,US,United States,TOG,Togiak Airport
SDP,4.69829,-160.3931,KI,Kiribati,TNQ,Teraina
IAN,59.07643,-160.27963,US,United States,TWA,Twin Hills
KLG,62.65611,-160.20667,US,United States,ANV,Anvik
TOG,62.89504,-160.06536,US,United States,KGX,Grayling
TNQ,59.0167,-160.05,US,United States,GFB,Togiak Fishery
TWA,70.63694,-160.03833,US,United States,AIN,Wainwright
ANV,66.60389,-160.00694,US,United States,WLK,Selawik
KGX,60.98,-160,US,United States,ZNC,Nyac
GFB,-21.20274,-159.80556,CK,Cook Islands,RAR,Rarotonga=Avarua
AIN,62.15,-159.8,US,United States,HCR,Holy Cross
WLK,-18.85833,-159.79167,CK,Cook Islands,AIT,Aitutaki
ZNC,56.45514,-159.75984,US,United States,EWD,Wildman Lake
RAR,21.96831,-159.71318,US,United States,BKH,Kekaha
HCR,21.92,-159.6,US,United States,PAK,Port Allen Airport
AIT,62.63,-159.6,US,United States,SHX,Shageluk
EWD,22.04942,-159.53099,US,United States,LIH,Kaua‘i=Lihue
BKH,61.57833,-159.52222,US,United States,ANI,Aniak
PAK,62.9,-159.5,US,United States,HOL,Holikachu
SHX,55.9,-159.5,US,United States,KIB,Ivanof Bay
LIH,3.833,-159.4,KI,Kiribati,TNV,Tabouaeran Airstrip
ANI,61.57194,-159.245,US,United States,CHU,Chuathbaluk
HOL,55.90903,-159.15846,US,United States,KPV,Perryville
KIB,58.98139,-159.05833,US,United States,KMO,Manokotak
HPV,59.75,-158.9,US,United States,GDH,Golden Horn Lodge Seaplane Base
TNV,56.25,-158.8,US,United States,KCL,Chignik
CHU,64.32722,-158.72194,US,United States,KAL,Kaltag
KPV,56.93256,-158.62497,US,United States,PTH,Port Heiden
KMO,59.27306,-158.61778,US,United States,WKK,Aleknagik
GDH,58.82,-158.6,US,United States,KKU,Ekuk
KCQ,58.84417,-158.55083,US,United States,CLP,Clarks Point
KAL,59.04148,-158.51183,US,United States,DLG,Dillingham
PTH,58.88,-158.5,US,United States,UQE,Queen AK US
WKK,59.96,-158.5,US,United States,KTH,Tikchik Lodge Seaplane Base
KKU,21.579475,-158.197281,US,United States,HDH,Dillingham Airfield
KCG,64.71944,-158.10306,US,United States,NUL,Nulato
CLP,61.87,-158.1,US,United States,CKD,Crooked Creek Airport
DLG,-20.03,-158.1,CK,Cook Islands,AIU,Enua Airport
KCL,21.31091,-158.07065,US,United States,JRF,Kapolei
UQE,21.32,-158,US,United States,NAX,Barbers Point HI US
KTH,62.45,-158,US,United States,FLT,Flat AK US
KBW,-9.017,-158,CK,Cook Islands,PYE,Penrhyn Airstrip
HDH,21.48,-158,US,United States,HHI,Wheeler Army Airfield
NUL,21.31868,-157.92243,US,United States,HNL,Honolulu
CKD,-21.92,-157.9,CK,Cook Islands,MGS,Mangaia Auau Airstrip
AIU,67.10154,-157.85821,US,United States,ABL,Ambler
JRF,57.08,-157.8,US,United States,RCP,Cinder River
NAX,57.43,-157.8,US,United States,PIP,Pilot Point
FLT,21.34614,-157.7238,US,United States,BLW,Waimanalo
PYE,58.90611,-157.7175,US,United States,PCA,Portage Creek
HHI,64.88028,-157.70083,US,United States,KYU,Koyukuk
HIK,-19.82,-157.7,CK,Cook Islands,MOI,Mitiaro Island Airport
HNL,57.66648,-157.58223,US,United States,BIC,Big Creek Airport
MGS,58.27,-157.5,US,United States,BSZ,Bartletts Airport
ABL,58.22,-157.5,US,United States,CFA,Coffee Point
RCP,59.34972,-157.47528,US,United States,KEK,Ekwok
UGB,58.22,-157.4,US,United States,EGX,Egegik
BLW,-20.15,-157.4,CK,Cook Islands,MUK,Mauke Airport
PCA,57.53,-157.4,US,United States,UGS,Ugashik
KYU,59.07,-157.4,US,United States,WOD,Wood River
MOI,70.46917,-157.39944,US,United States,ATK,Atqasuk
PIP,59.45002,-157.37151,US,United States,KNW,New Stuyahok
BIC,1.986161,-157.349778,KI,Kiribati,CXI,Cassidy International Airport
BSZ,61.76111,-157.3125,US,United States,RDV,Red Devil
CFA,59.78,-157.3,US,United States,KGK,Koliganek Airport
KEK,57.13,-157.3,US,United States,PCE,Painter Creek
EGX,61.7025,-157.16972,US,United States,SLQ,Sleetmute
MUK,66.88806,-157.13639,US,United States,SHG,Shungnak
UGS,57.86,-157.1,US,United States,VBM,Blue Mountain Airport
WOD,21.152886,-157.096256,US,United States,MKK,Molokai Airport
ATK,58.72833,-157.01389,US,United States,NNK,Naknek
KNW,21.18,-157,US,United States,LUP,Kalaupapa
CXI,58.7,-157,US,United States,WSN,South Naknek
RDV,20.785611,-156.951419,US,United States,LNY,Lanai Airport
KGK,64.73333,-156.9275,US,United States,GAL,Galena
PCE,67.1,-156.9,US,United States,RLU,Bornite
SLQ,66.93,-156.9,US,United States,DCK,Dahl Creek AK US Dahl Creek
SHG,66.93,-156.9,US,United States,OBU,Kobuk
VBM,59.12,-156.9,US,United States,KLL,Levelock
MKK,64.42,-156.8,US,United States,KKK,Kalakaket Creek Air Station
NNK,58.67,-156.8,US,United States,PFA,Paf Warren
LUP,58.68,-156.8,US,United States,PNF,Peterson'S Point
WSN,71.29058,-156.78872,US,United States,BRW,Barrow
LNY,20.94232,-156.69079,US,United States,HKP,Kaanapali Maui
GAL,20.962936,-156.673031,US,United States,JHM,Kapalua
RLU,58.68833,-156.66139,US,United States,AKN,King Salmon
DCK,61.78,-156.6,US,United States,SRV,Stony River
OBU,62.98,-156.5,US,United States,GEK,Ganes Creek
KLL,20.89472,-156.47,US,United States,OGG,Kahului
KKK,65.7,-156.4,US,United States,HSL,Huslia
PFA,63,-156.1,US,United States,TCT,Takotna
PNF,19.73861,-156.04556,US,United States,KOA,Kailua-Kona
BRW,20.795636,-156.014439,US,United States,HNM,Hana Airport
HKP,63.56614,-156.00397,US,United States,KCR,Colorado Creek Mine
JHM,62.894369,-155.976525,US,United States,TLJ,Tatalina LRRS Airport
AKN,57.62,-155.9,US,United States,BCC,Bear Creek 3 Airport
PBA,59.32,-155.9,US,United States,IGG,Igiugig
SRV,57.42,-155.9,US,United States,KPK,Parks Spb
GEK,19.92,-155.9,US,United States,WKL,Waikoloa
OGG,20.265256,-155.859989,US,United States,UPP,Upolu Airport
HSL,58.55,-155.8,US,United States,BKF,Katmai National Preserve
TCT,58.55726,-155.77918,US,United States,BKF,Brooks Camp=Katmai National Preserve
KOA,66.18,-155.7,US,United States,HGZ,Hogatza
HNM,20.02306,-155.67167,US,United States,MUE,Waimea
KCR,62.95278,-155.60556,US,United States,MCG,McGrath
TLJ,61.097369,-155.574228,US,United States,SVW,Sparrevohn LRRS Airport
BCC,19.760056,-155.553717,US,United States,BSF,Bradshaw Army Airfield
IGG,61.35,-155.5,US,United States,LVD,Lime Village
KPK,64.73,-155.5,US,United States,RBY,Ruby
WKL,59.362,-155.25347,US,United States,BMX,Big Mountain
UPP,58.97,-155.1,US,United States,LKK,Kulik Lake AK US
RBH,19.72972,-155.09,US,United States,ITO,Hilo
BKF,59.7568,-154.91108,US,United States,ILI,Iliamna
HGZ,59.43,-154.9,US,United States,KNK,Kokhanok Airport
MUE,59.32,-154.9,US,United States,PVY,Pope Vanoy
MCG,59.97361,-154.84583,US,United States,NNL,Nondalton
SVW,58.17,-154.8,US,United States,RSP,Raspberry Strait
BSF,63.10667,-154.71417,US,United States,MDR,Medfra
LVD,57.57194,-154.45556,US,United States,KYK,Karluk
RBY,63.02,-154.4,US,United States,NIB,Nikolai
BMX,60.20305,-154.31866,US,United States,PTA,Port Alsworth
LKK,57.13278,-154.26361,US,United States,KOY,Olga Bay
ITO,66.04889,-154.25556,US,United States,HUS,Hughes
ILI,56.89919,-154.25013,US,United States,ALZ,Alitak Bay
KNK,56.93804,-154.18488,US,United States,AKK,Akhiok
PVY,57.02584,-154.14532,US,United States,KMY,Moser Bay
NNL,59.78722,-154.10611,US,United States,PDB,Pedro Bay
RSP,56.53,-154.1,US,United States,SKJ,Sitkinak Island
MDR,57.37,-154,US,United States,KKL,Karluk Lake Seaplane Base
KYK,57.53,-154,US,United States,KLN,Larsen Bay
NIB,62.52,-153.9,US,United States,FWL,Farewell AK US
PTA,57.48444,-153.84444,US,United States,AOS,Amook Island
TPO,57.55399,-153.7483,US,United States,KZB,Zachar Bay
KOY,65.992794,-153.704289,US,United States,UTO,Indian Mountain LRRS Airport
HUS,62.54222,-153.6225,US,United States,FKK,Farewell Lake Seaplane Base
ALZ,57.7671,-153.54063,US,United States,KWP,West Point Village
AKK,57.89195,-153.47772,US,United States,UGI,Uganik Island
KMY,57.20278,-153.30389,US,United States,OLH,Old Harbor
PDB,57.73,-153.3,US,United States,WSJ,San Juan (Uganik) Seaplane Base
SKJ,63.38,-153.3,US,United States,TLF,Telida
KKL,70.91074,-153.24221,US,United States,LNI,Lonely Air Station
KLN,57.58,-153.2,US,United States,KZH,Kizhuyak
FWL,57.93135,-153.04547,US,United States,KPY,Port Bailey
AOS,58.03,-152.9,US,United States,AED,Aleneva
KZB,57.88,-152.9,US,United States,ORI,Port Lions
UTO,57.74764,-152.84729,US,United States,PTR,Pleasant Harbour Seaplane Base
FKK,58.23,-152.8,US,United States,ONN,Onion Bay
KWP,-22.64,-152.8,PF,French Polynesia,RMT,Rimatara
UGI,66.55,-152.7,US,United States,AET,Allakaket
OLH,58.49134,-152.58396,US,United States,KPR,Port William
WSJ,58.11843,-152.55426,US,United States,DGB,Duck Village
TLF,57.92361,-152.50222,US,United States,KOZ,Ouzinkie
LNI,57.74972,-152.49361,US,United States,ADQ,Kodiak
KZH,58.1911,-152.37006,US,United States,KKB,Kitoi Bay
KPY,63.88,-152.3,US,United States,LMA,Lake Minchumina
AED,63.88,-152.3,US,United States,MHM,Minchumina Airport
ORI,58.35973,-152.25497,US,United States,SYB,Seal Bay
PTR,-16.426486,-152.243669,PF,French Polynesia,MAU,Maupiti Airport
ONN,60.58,-152.2,US,United States,DRF,Drift River
RMT,69.36694,-152.14417,US,United States,UMT,Umiat
AET,65.17,-152.1,US,United States,BVU,Beluga
KPR,58.18,-152.1,US,United States,BFB,Blue Fox Bay
DGB,65.17,-152.1,US,United States,TAL,Tanana
KOZ,59.35451,-151.92261,US,United States,KEB,Nanwalek
ADQ,59.35139,-151.82972,US,United States,PGM,Port Graham
WDY,-16.25,-151.8,PF,French Polynesia,TPX,Tupai
KDK,-16.44438,-151.75129,PF,French Polynesia,BOB,Bora-Bora
KKB,68.13738,-151.73936,US,United States,AKP,Anaktuvuk Pass
LMA,59.43806,-151.71139,US,United States,SOV,Seldovia
MHM,60.05,-151.7,US,United States,NIN,Ninilchik
SYB,59.6425,-151.54833,US,United States,HOM,Homer
MAU,66.913944,-151.529056,US,United States,BTT,Bettles
DRF,-16.7229,-151.466,PF,French Polynesia,RFP,Uturoa=Raiatea Island
UMT,61.99028,-151.39778,US,United States,SKW,Skwentna
BVU,-22.43189,-151.36622,PF,French Polynesia,RUR,Rurutu
BFB,61.03,-151.3,US,United States,TYE,Tyonek
TAL,60.55444,-151.25833,US,United States,ENA,Kenai
KEB,60.5552,-151.225,US,United States,WWS,Wildwood
PGM,60.48,-151.1,US,United States,SXQ,Soldotna
TPX,-16.71085,-151.03455,PF,French Polynesia,HUH,Huahine Island=Fare
BOB,70.2175,-150.97639,US,United States,NUI,Nuiqsut
AKP,65.00111,-150.63389,US,United States,MLY,Manley Hot Springs
SOV,66.8,-150.6,US,United States,PPC,Prospect Creek Airport
NIN,67.23778,-150.28583,US,United States,PCK,Porcupine Creek
HOM,67.27,-150.2,US,United States,CXF,Coldfoot
BTT,65.5,-150.2,US,United States,RMP,Rampart
RFP,67.40733,-150.11332,US,United States,WSM,Wiseman
SKW,62.32389,-150.10944,US,United States,TKA,Talkeetna
RUR,61.75444,-150.05222,US,United States,WOW,Willow
TYE,61.174361,-149.996361,US,United States,ANC,Anchorage
ENA,61.18,-149.97167,US,United States,LHD,Lake Hood Seaplane Base
WWS,61.52139,-149.95444,US,United States,BGQ,Big Lake
SXQ,61.22,-149.9,US,United States,KSR,Sandy River AK US Federal No 1
HUH,60.49,-149.83417,US,United States,JLA,Cooper Landing
NUI,-17.53333,-149.83333,PF,French Polynesia,MOZ,Moorea
MLY,65.92,-149.8,US,United States,FMC,Five Mile Airport
PPC,61.26,-149.7,US,United States,FRN,Fort Richardson
PCK,-17.55375,-149.60724,PF,French Polynesia,PPT,Papeete
CXF,70.33056,-149.5975,US,United States,UBW,Ugnu-Kuparuk Airport
RMP,61.57194,-149.54056,US,United States,IYS,New Wasilla Airport
WSM,-23.36535,-149.52407,PF,French Polynesia,TUB,Tubuaï
TKA,68.47,-149.5,US,United States,GBH,Galbraith Lake Airport
WOW,-17.08,-149.5,PF,French Polynesia,TTI,Tetiaroa Airport
ANC,60.10417,-149.44222,US,United States,SWD,Seward
LHD,61.58,-149.4,US,United States,WWA,Wasilla
BGQ,65.14712,-149.36631,US,United States,MNT,Minto
KSR,70.33,-149.3,US,United States,XPU,West Kuparuk
MRI,-17.75,-149.18333,PF,French Polynesia,MVT,Mataiva
JLA,63.33139,-149.12222,US,United States,UMM,Summit
MOZ,61.59972,-149.11278,US,United States,PAQ,Palmer
EDF,60.97,-149.1,US,United States,AQY,Alyeska
FMC,64.55,-149.1,US,United States,ENN,Nenana
FRN,66.03,-149.1,US,United States,SVS,Stevens Village
PPT,61.73139,-148.9275,US,United States,JVM,Jonesville Mine Airport
UBW,63.73278,-148.91417,US,United States,MCL,McKinley Park
IYS,70.42,-148.9,US,United States,UUK,Kuparuk
TUB,60.77694,-148.72139,US,United States,IEM,Whittier Airport
GBH,69.37,-148.7,US,United States,SAG,Sagwon
TTI,67.5,-148.5,US,United States,WCR,Chandalar
SWD,65.53,-148.5,US,United States,LIV,Livengood
WWA,70.19472,-148.465,US,United States,SCC,Deadhorse=Prudhoe Bay
MNT,70.33,-148.4,US,United States,PUO,Prudhoe Bay
XPU,69.4,-148.3,US,United States,IVH,Ivishak
MVT,-15.11971,-148.23113,PF,French Polynesia,TIH,Atoll Tikehau
UMM,60.1,-148.2,US,United States,OCI,Oceanic
PAQ,60.05,-148.1,US,United States,PJS,Port San Juan
AQY,60,-148,US,United States,NCN,Chenega Bay Airport
ENN,60.51768,-147.99906,US,United States,FLJ,Falls Bay
SVS,64.82,-147.9,US,United States,FAI,Fairbanks
QEL,60.69,-147.9,US,United States,PYL,Perry Island Seaplane Base
JVM,64.85,-147.8,US,United States,FOX,Fox
MCL,60.2,-147.8,US,United States,PRL,Port Oceanic
UUK,-23.88,-147.7,PF,French Polynesia,RVV,Rairua
IEM,65.02,-147.7,US,United States,WSF,Sarichef
SAG,61.8,-147.7,US,United States,SMU,Sheep Mountain Airport
WCR,-14.95428,-147.6608,PF,French Polynesia,RGI,Atoll Rangiroa
LIV,69.5,-147.6,US,United States,FNK,Fin Creek
SCC,66.35,-147.4,US,United States,WBQ,Beaver Airport
PUO,66.36,-147.4,US,United States,BVD,Beaver Inlet AK US Sea Port
IVH,61.90106,-147.31258,US,United States,HNE,Tahneta Pass Lodge
TIH,70.1357,-147.20066,US,United States,VIK,Kavik
OCI,69.67,-146.9,US,United States,VKW,West Kavik
PJS,-15.66461,-146.8854,PF,French Polynesia,KKR,Atoll Kaukura
NCN,-15.3,-146.73333,PF,French Polynesia,AXR,Atoll Arutua
FLJ,60.87,-146.7,US,United States,TEK,Tatitlek
PII,60.88,-146.6,US,United States,ELW,Ellamar
PYL,67.01389,-146.41861,US,United States,VEE,Venetie
FAI,-15.5736,-146.41499,PF,French Polynesia,APK,Apataki Atoll
FOX,-16.11906,-146.36802,PF,French Polynesia,NIU,Niau Atoll
PRL,61.13083,-146.34833,US,United States,VDZ,Valdez
MTX,-14.43,-146.3,PF,French Polynesia,AHE,Ahe Airport
RVV,59.45,-146.3,US,United States,MDO,Middleton Island Airport
WSF,60.4,-146.13333,US,United States,BSW,Boswell Bay
SMU,65.05,-146.1,US,United States,CEX,Chena Hot Springs
RGI,-14.436764,-146.070056,PF,French Polynesia,XMH,Manihi Airport
FBK,70.1895,-146.0167,US,United States,FXM,Flaxman Island
FNK,64.1525,-145.84222,US,United States,BIG,Big Delta
WBQ,66.27,-145.8,US,United States,KBC,Birch Creek Airport
BVD,60.54278,-145.7575,US,United States,CDV,Cordova
HNE,64.03778,-145.73222,US,United States,DJN,Delta Junction
VIK,60.54,-145.7,US,United States,PRT,Point Ret AK US Coastguard Hpt
EIL,-16.05415,-145.656994,PF,French Polynesia,FAV,Fakarava Airport
VKW,68.12,-145.6,US,United States,ARC,Arctic Village
KKR,62.12,-145.6,US,United States,GLQ,Glennallen
AXR,-17.352606,-145.509956,PF,French Polynesia,AAA,Anaa
TEK,63.02444,-145.50028,US,United States,PXK,Paxson Airport
ELW,-15.48,-145.5,PF,French Polynesia,RKA,Aratika Airport
VEE,62.17,-145.5,US,United States,GKN,Gulkana
APK,61.95,-145.3,US,United States,CZC,Copper Center 2 Airport
NIU,-16.67,-145.3,PF,French Polynesia,FAC,Faaite Airport
VDZ,62.3,-145.3,US,United States,GAK,Gakona
AHE,66.56472,-145.27389,US,United States,FYU,Fort Yukon
MDO,-14.709544,-145.245814,PF,French Polynesia,TKP,Takapoto Airport
BSW,-15.77,-145.1,PF,French Polynesia,KHZ,Kauehi Airport
CEX,-14.455781,-145.024542,PF,French Polynesia,TKX,Takaroa Airport
XMH,63.5,-145,US,United States,ISL,Isabel Pass
FXM,65.5725,-144.80306,US,United States,CEM,Central
BIG,64.00411,-144.7023,US,United States,HKB,Healy Lake
KBC,62.57,-144.7,US,United States,CZO,Chistochina
CDV,65.48333,-144.63417,US,United States,CHP,Circle Hot Springs
DJN,65.49,-144.6,US,United States,KBE,Bell Island AK US Hot Springs
CKU,-16.33983,-144.40327,PF,French Polynesia,KXU,Katiu Atoll
PRT,61.57,-144.4,US,United States,CXC,Chitina
FAV,65.83,-144.1,US,United States,IRC,Circle City Airport
ARC,66.65,-143.8,US,United States,CIK,Chalkyitsik
GLQ,-16.59836,-143.72349,PF,French Polynesia,MKP,Makemo
AAA,70.133989,-143.581867,US,United States,BTI,Barter Island LRRS Airport
PXK,65.3,-143.5,US,United States,WOO,Woodchopper
RKA,63.38,-143.4,US,United States,TSG,Tanacross
GKN,63.3,-143,US,United States,TKJ,Tok
CZC,61.42,-142.9,US,United States,MXY,McCarthy Airport
FAC,61.37,-142.7,US,United States,MYK,May Creek
GAK,-17.58267,-142.61782,PF,French Polynesia,HHZ,Atoll Hikueru
FYU,63.13,-142.5,US,United States,TEH,Tetlin
TKP,60.08,-142.5,US,United States,CYT,Yakataga Airport
KHZ,-16.04717,-142.47701,PF,French Polynesia,RRR,Raroia Atoll
TKX,61.45,-142.4,US,United States,KGZ,Glacier Creek Airport
ISL,-15.85,-142.3,PF,French Polynesia,TJN,Takume
CEM,62.08,-142.1,US,United States,CZN,Chisana
HKB,64.07333,-141.93611,US,United States,CKX,Chicken
CZO,62.961334,-141.929136,US,United States,ORT,Northway Airport
CHP,59.98,-141.7,US,United States,ICY,Icy Bay Airport
KBE,-14.1768,-141.267,PF,French Polynesia,NAU,Napuka Atoll
KXU,64.77,-141.2,US,United States,EAA,Eagle
CXC,64.08,-141.1,US,United States,BYA,Boundary Airport
IRC,-18.13737,-140.96437,PF,French Polynesia,HOI,Hao Atoll
