iata_code,latitude,longitude,country_code,country_name,city_code_list,city_name_list
XGA,49.98,12.72,CZ,Czech Republic,MKA,Mariánské Lázně Airport
CFW,53.30483,12.74603,DE,Germany,REB,Rechlin
GJB,26.6,12.77,LY,Libya,QUB,Ubari Airport
GDU,56.691128,12.820211,SE,Sweden,HAD,Halmstad
FLH,0.57381,12.86419,GA,Gabon,MKU,Makokou
WIC,55.944444,12.869444,SE,Sweden,JLD,Landskrona
TUQ,50.22,12.87,CZ,Czech Republic,KLV,Karlovy Vary
BLK,-7.233,12.9,AO,Angola,ARZ,N'zeto Airport
NDR,41.46614,12.9043,IT,Italy,QLT,Latina
DND,50.92,12.92,DE,Germany,ZTZ,Chemnitz DE Hbf Railway Statio
ZDU,40.9,12.96,IT,Italy,ZJY,Ponza
TOM,55.56262,12.97545,SE,Sweden,MMA,Malmö
XNE,60.157622,12.991269,SE,Sweden,TYF,Torsby Airport
BQO,47.793304,13.004333,AT,Austria,SZG,Salzburg
XUY,58.08,13.03,SE,Sweden,XYC,Herrljunga
LPL,-5.83899,13.05692,CD,Democratic Republic of the Congo,BOA,Boma
CEG,-19.97,13.07,NA,Namibia,HAL,Halali
KOI,63.39911,13.07995,SE,Sweden,OSD,Östersund=Åre
MLN,11.855347,13.08095,NG,Nigeria,MIU,Maiduguri
WRY,38.175958,13.091019,IT,Italy,PMO,Palermo
CAX,-7.84431,13.10649,AO,Angola,AZZ,Ambriz
YJI,58.50517,13.15765,SE,Sweden,LDK,Lidköping
BIO,32.663544,13.159011,LY,Libya,TIP,Tripoli
PPW,46.03,13.18,IT,Italy,UDN,Udine
QJR,-8.858375,13.231178,AO,Angola,LAD,Luanda
ADX,53.56414,13.27532,DE,Germany,FNB,Neubrandenburg
SBK,-4.22167,13.28556,CG,Republic of the Congo,NKY,Nkayi
QED,52.559686,13.287711,DE,Germany,BER,Berlin
BDK,51.30984,13.28801,DE,Germany,IES,Riesa
EOI,52.57,13.3,DE,Germany,XHI,Herzogenaurach
VNE,59.50234,13.31277,SE,Sweden,XXN,Kil
VIT,54.38386,13.32526,DE,Germany,GTI,Rügen Island
BRS,59.444714,13.337361,SE,Sweden,KSD,Karlstad
VIO,-3.68192,13.34985,CG,Republic of the Congo,SIB,Sibiti
VTI,43.61634,13.36232,IT,Italy,AOI,Ancona
RSY,9.335892,13.370103,CM,Cameroon,GOU,Garoua
YEO,54.1,13.4,DE,Germany,ZGW,Greifswald
SOY,-12.609025,13.403711,AO,Angola,BUG,Benguela
GCI,-5.8,13.43,CD,Democratic Republic of the Congo,MAT,Matadi
FZO,48.57,13.43,DE,Germany,ZPF,Passau
NDY,-1.656156,13.438036,GA,Gabon,MVB,Franceville
BUT,-12.45,13.48,AO,Angola,CBT,Catumbela
TPB,45.82279,13.48464,IT,Italy,TRS,Trieste
BPR,-14.91717,13.4925,AO,Angola,SDD,Lubango
XJO,-12.3644,13.53601,AO,Angola,LLT,Lobito
RII,58.17347,13.55068,SE,Sweden,XYF,Falköping
LEI,7.35906,13.56009,CM,Cameroon,NGE,Ngaoundéré
AMR,60.020064,13.578908,SE,Sweden,HFS,Hagfors
XVC,68.14746,13.61151,NO,Norway,LKN,Leknes
RJL,45.473353,13.614978,SI,Slovenia,POW,Portoroz
LWG,54.53,13.67,DE,Germany,ZSI,Sassnitz DE Railway Station
LGV,-0.665214,13.673133,GA,Gabon,OKN,Okondja
NRL,4.583,13.68,CM,Cameroon,BTA,Bertoua
OUG,51.0403,13.7306,DE,Germany,DRS,Dresden
IDY,-10.73142,13.75985,AO,Angola,PBN,Porto Amboim
XBP,56.15786,13.76269,SE,Sweden,XWP,Hässleholm
LBY,51.13,13.77,DE,Germany,ZTT,Cottbus DE Railway Station
QQX,54.157833,13.772667,DE,Germany,PEF,Peenemünde
NYI,-2.8472,13.82179,CG,Republic of the Congo,ANJ,Zanaga
MAN,40.63,13.83,IT,Italy,ISH,Ischia
CBH,-18.07,13.83,NA,Namibia,OPW,Opuwo
ZMP,66.14831,13.83033,NO,Norway,ZMZ,Bjerka
QQM,-11.20605,13.84371,AO,Angola,NDD,Sumbe
VLF,58.39118,13.84506,SE,Sweden,KVB,Skövde
ACI,44.86833,13.84806,HR,Croatia,PUY,Pula
QXM,-1.17454,13.87562,GA,Gabon,AKE,Akiéni
ABZ,52.57859,13.88741,DE,Germany,QPK,Strausberg
JER,-3.99437,13.92719,CG,Republic of the Congo,MUY,Mouyondzi
GLO,0.9667,13.95,GA,Gabon,MKB,Mekambo
XVA,53.5,14,DE,Germany,ZSK,Pasewalk
QUK,40.77,14.03,IT,Italy,ZJJ,Procida
SNR,57.757594,14.068731,SE,Sweden,JKG,Jönköping Airport
WFD,55.921686,14.085536,SE,Sweden,KID,Kristianstad
CEJ,-4.95,14.13,CD,Democratic Republic of the Congo,LZI,Luozi
XVW,2.05966,14.13219,CG,Republic of the Congo,SOE,Souanké
XVB,66.31278,14.14278,NO,Norway,MQN,Mo i Rana
XLU,59.28,14.15,SE,Sweden,XYN,Kristinehamn
XRN,53.878706,14.152347,DE,Germany,HDF,Heringsdorf Airport
DNR,42.431656,14.181067,IT,Italy,PSR,Pescara
FOA,48.233219,14.187511,AT,Austria,LNZ,Linz
QXL,36.03,14.2,MT,Malta,GZM,Xewkija Heliport
LYE,-3.733,14.22,CG,Republic of the Congo,KNJ,Kindamba Airport
YJH,40.83,14.22,IT,Italy,NAP,Napoli
EAS,40.58,14.23,IT,Italy,PRJ,Capri
UAR,-6.269897,14.247025,AO,Angola,SSY,M'banza Congo
XGV,10.451392,14.257361,CM,Cameroon,MVR,Maroua
OUD,50.100833,14.26,CZ,Czech Republic,PRG,Prague
BHX,27.65472,14.26549,LY,Libya,BCQ,Brak
QQN,-1.683,14.3,GA,Gabon,LEO,Lekoni
BOH,41.06858,14.32823,IT,Italy,CTJ,Caserta
ABC,51.75769,14.32888,DE,Germany,CBU,Cottbus
QAG,36,14.33,MT,Malta,JCO,Kemmuna MT Heliport
EEM,46.65,14.35,AT,Austria,KLU,Klagenfurt Airport
XJJ,4.47563,14.36269,CM,Cameroon,OUR,Batouri
UPV,67.26917,14.36528,NO,Norway,BOO,Bodø
FFD,62.03407,14.36577,SE,Sweden,EVG,Sveg
XWS,45.34306,14.40917,HR,Croatia,RJK,Rijeka
LSO,44.95,14.42,HR,Croatia,LSZ,Losinj Island
XHY,59.23,14.43,SE,Sweden,XXD,Degerfors SE Railway Station
SWI,53.93,14.43,PL,Poland,ZMC,Miedzyzdroje PL Bus Station
TKD,50.08,14.43,SK,Slovakia,POV,Prešov Air Base
BRF,35.91667,14.43333,MT,Malta,MLA,Republic of Malta=Luqa
ZFC,10.1,14.45,CM,Cameroon,KLE,Kaélé Airport
QAN,46.22369,14.45761,SI,Slovenia,LJU,Ljubljana
RNS,26.986964,14.472525,LY,Libya,SEB,Sebha
ZFJ,59.345867,14.495922,SE,Sweden,KSK,Karlskoga
QMG,-0.0654,14.49959,CG,Republic of the Congo,KEE,Kellé
XJR,-22.9575,14.50528,NA,Namibia,WVB,Walvis Bay
NCL,60.95791,14.51138,SE,Sweden,MXX,Mora
FIE,52.33,14.53,DE,Germany,ZFR,Frankfurt (Oder)
XJZ,53.42815,14.54451,PL,Poland,SZZ,Szczecin
EEP,68.23,14.55,NO,Norway,SVJ,Svolvaer / Helle
LBA,56.9,14.56,SE,Sweden,XXA,Alvesta SE Railway Station
ZLZ,56.05,14.58,SE,Sweden,XYU,Solvesborg SE Railway Station
PNA,-2.317,14.6,CG,Republic of the Congo,LKC,Lekana
XDJ,36.9959,14.6092,IT,Italy,CIY,Comiso
KMS,55.10091,14.70664,DK,Denmark,RNN,Rønne
ZEQ,56.929144,14.727994,SE,Sweden,VXO,Växjö
CER,13.43,14.73,TD,Chad,OTC,Bol Berim
NTE,-2.54472,14.75333,CG,Republic of the Congo,DJM,Djambala
QJZ,40.67797,14.76599,IT,Italy,QSR,Salerno
EEL,50.88972,14.79111,DE,Germany,ZIT,Zittau
BZZ,-0.86102,14.80614,CG,Republic of the Congo,EWO,Ewo
MME,-9.333,14.83,AO,Angola,NDF,Ndalatandos Airport
GFR,56.18,14.87,SE,Sweden,XYO,Karlshamn SE Railway Station
XVU,-1.8,14.87,CG,Republic of the Congo,LCO,Lague Airport
BIQ,-5.44493,14.87339,CD,Democratic Republic of the Congo,NKL,Nkolo
XVG,38.58,14.88,IT,Italy,ZIQ,Salina Island IT Harbour
HRT,9.3642,14.9046,TD,Chad,PLF,Pala
OUA,68.56462,14.91075,NO,Norway,SKN,Stokmarknes
XPM,37.401664,14.922358,IT,Italy,NSY,Sigonella
CVT,38.47,14.96,IT,Italy,ZIP,Lipari Island IT Harbour
ERO,38.41,14.96,IT,Italy,ZIE,Vulcano Island IT Harbour
XBY,-16.755417,14.965344,AO,Angola,XGN,Xangongo
ADV,-22.41667,14.96667,NA,Namibia,ADI,Arandis
DSA,60.7303,14.99994,SE,Sweden,XXO,Leksand
XQH,-7.603067,15.027822,AO,Angola,UGO,Uige Airport
TLM,12.133689,15.034019,TD,Chad,NDJ,N'Djamena
EDM,59.22373,15.03796,SE,Sweden,ORB,Örebro
ZFI,32.325,15.061,LY,Libya,MRA,Mişrātah
SOU,37.46678,15.0664,IT,Italy,CTA,Catania
SZD,-1.467,15.07,CG,Republic of the Congo,OKG,Okoyo
ZFG,38.64,15.07,IT,Italy,ZJE,Panarea Island IT Harbour
EMA,37.47,15.07,IT,Italy,TFC,Taormina
SDZ,65.806111,15.082778,SE,Sweden,HMV,Hemavan
EWY,-11.42644,15.10122,AO,Angola,CEO,Uacu Cungo=Cela
OXF,59.0671,15.10968,SE,Sweden,XWM,Hallsberg
LSI,58.32,15.17,SE,Sweden,XXM,Mjolby SE Railway Station
SCS,10.35,15.23,CM,Cameroon,GXX,Yagoua
XVT,38.81,15.24,IT,Italy,ZJX,Stromboli Island IT Harbour
XQI,44.11972,15.24222,HR,Croatia,ZAD,Zadar
LRH,-26.687369,15.242861,NA,Namibia,LUD,Luderitz Airport
ZMA,-4.2517,15.253031,CG,Republic of the Congo,BZV,Brazzaville
XAC,56.266667,15.265,SE,Sweden,RNB,Ronneby
RMU,-7.78871,15.27215,AO,Angola,GXG,Mbanza Negage
NQT,-4.32142,15.30807,CD,Democratic Republic of the Congo,FIH,Kinshasa
OUK,14.12116,15.3103,TD,Chad,AMO,Mao
PSV,-1.02605,15.35914,CG,Republic of the Congo,BOE,Boundji
ZGB,10.28056,15.37222,TD,Chad,OGR,Bongor
PUP,67.28,15.42,NO,Norway,ZXO,Fauske NO Railway Station
XUT,67.12,15.42,NO,Norway,ZXM,Rognan
MJV,60.48302,15.42592,SE,Sweden,BLE,Borlänge
LWK,46.991067,15.439628,AT,Austria,GRZ,Graz
TEJ,-9.77313,15.44856,AO,Angola,KNP,Capanda
BEX,42.1144,15.486,IT,Italy,TQR,San Domino Island
XKY,51.93548,15.50643,PL,Poland,IEG,Zielona Góra=Babimost
BBP,41.4329,15.535,IT,Italy,FOG,Foggia
ZBC,-0.02222,15.57556,CG,Republic of the Congo,MKJ,Makoua
QQY,54.17,15.58,PL,Poland,QJY,Kolobrzeg PL Bus Station
QEW,5.93404,15.59599,CF,Central African Republic,BOP,Bouar
XDA,-17.05,15.6,AO,Angola,VPE,Ondjiva
PME,58.41086,15.62157,SE,Sweden,LPI,Linköping
ZAZ,38.1038,15.63582,IT,Italy,REG,Reggio Calabria
QLA,46.55472,15.64667,SI,Slovenia,MBX,Maribor
RYN,78.22334,15.64689,SJ,Svalbard and Jan Mayen,LYR,Longyearbyen
XZA,-17.78,15.7,NA,Namibia,OHI,Oshakati
WHS,-12.78,15.72,AO,Angola,CFF,Cafunfo
RCO,50.013419,15.738647,CZ,Czech Republic,PED,Pardubice
XUF,-12.77611,15.73917,AO,Angola,NOV,Huambo
XRE,4.221583,15.786369,CF,Central African Republic,BBT,Berbérati Airport
FEA,57.525833,15.823333,SE,Sweden,HLF,Hultsfred Airport
ODH,-24.58,15.83,NA,Namibia,SZM,Sesriem
RZG,-1.87639,15.86444,CG,Republic of the Congo,GMM,Gamboma
XZZ,4.94273,15.87735,CF,Central African Republic,CRF,Carnot
XAR,-0.48193,15.89988,CG,Republic of the Congo,FTX,Owando
CET,-19.32,15.9,NA,Namibia,OGV,Ongava
ORM,-1.22583,15.9103,CG,Republic of the Congo,OLL,Olombo
TML,-19.1763,15.9161,NA,Namibia,OKF,Okaukuejo
UNT,-17.91667,15.95,NA,Namibia,OND,Ondangwa
BBS,29.110106,15.965567,LY,Libya,HUQ,Hon Airport
QUG,45.81444,15.97798,HR,Croatia,ZAG,Zagreb
FAB,60.27404,15.98053,SE,Sweden,XXU,Hedemora
HYC,41.94605,16.01586,IT,Italy,PEJ,Peschici
KYN,9.417,16.02,TD,Chad,LTC,Lai
LVA,-14.68733,16.03418,AO,Angola,JMB,Ndjamba
OKH,1.615994,16.037917,CG,Republic of the Congo,OUE,Ouesso
BOD,8.624406,16.071419,TD,Chad,MQQ,Moundou
ZFH,69.31428,16.11939,NO,Norway,ANX,Andenes
XST,60.14274,16.16295,SE,Sweden,XYP,Avesta
BFW,54.19438,16.17222,PL,Poland,OSZ,Koszalin
ORN,41.88245,16.17496,IT,Italy,VIF,Vieste
XBO,58.59419,16.1826,SE,Sweden,NRK,Norrköping
SQZ,59,16.21,SE,Sweden,XXK,Katrineholm SE C Rail Stn
ALC,38.90539,16.24227,IT,Italy,SUF,Lamezia Terme
ZFQ,56.685531,16.287578,SE,Sweden,KLR,Kalmar
ANE,43.538944,16.297964,HR,Croatia,SPU,Split
QXG,-9.525086,16.312406,AO,Angola,MEG,Malanje
WTN,48.19667,16.33722,AT,Austria,VIE,Vienna
TAF,47.22,16.35,AT,Austria,ZRS,Zuers Lech AT Heliport
XMJ,6.31933,16.37992,CF,Central African Republic,BOZ,Bozoum
YJE,-28.55,16.43333,NA,Namibia,OMD,Oranjemund
VLC,-21.02,16.47,NA,Namibia,MJO,Mount Etjo
LHR,-28.59608,16.48536,ZA,South Africa,ALJ,Alexander Bay
NIT,57.350453,16.497972,SE,Sweden,OSK,Oskarshamn
CFR,59.36946,16.50558,SE,Sweden,EKT,Eskilstuna
PUF,48.13,16.53,AT,Austria,FQQ,Sightsee AT Sightseeing Flight
NHT,31.20892,16.58866,LY,Libya,SRX,Sirte
XUA,59.06,16.59,SE,Sweden,XYI,Flen SE Railway Station
YJV,59.92502,16.60631,SE,Sweden,XYX,Sala
TEG,57.75,16.63,SE,Sweden,VVK,Vastervik
LTN,-20.42,16.65,NA,Namibia,OTJ,Otjiwarongo
HUY,64.62684,16.65628,SE,Sweden,VHM,Vilhelmina
QIF,49.23,16.67,CZ,Czech Republic,BRQ,Brno
HSK,68.4913,16.67811,NO,Norway,EVE,Evenes
CNG,43.28,16.68,HR,Croatia,BWK,Brac
QAE,-11.48676,16.69663,AO,Angola,ANL,Andulo
ABB,-27.97,16.7,NA,Namibia,RHN,Rosh Pinah
ESH,10.48473,16.71076,TD,Chad,OUT,Bousso
MZW,41.13697,16.76188,IT,Italy,BRI,Bari
QBT,-6.47833,16.81735,CD,Democratic Republic of the Congo,KGN,Kasongo-Lunda
XVH,52.421031,16.826325,PL,Poland,POZ,Poznań-Ławica Airport
XGG,49.88,16.87,CZ,Czech Republic,ZBE,Zabreh Ostrava Airport
XLR,51.10268,16.88584,PL,Poland,WRO,Wrocław
XVJ,-18.82,16.92,NA,Namibia,NNI,Namutoni
AYH,-12.38333,16.93333,AO,Angola,SVP,Cuito
WUK,60.59333,16.95139,SE,Sweden,GVX,Gävle
ACC,58.76,16.99,SE,Sweden,XWZ,Nykoping SE C Railway Stn
QIL,12.37813,17.05876,TD,Chad,BKR,Bokoro
AZR,-29.67714,17.0709,ZA,South Africa,KLZ,Kleinzee
QDZ,38.997225,17.080169,IT,Italy,CRV,Crotone
XLA,-22.612239,17.080442,NA,Namibia,WDH,Windhoek
LGW,61.7672,17.08447,SE,Sweden,HUV,Hudiksvall
QQP,59.64,17.09,SE,Sweden,XWQ,Enkopi SE Enkoping Railway Sce
QCY,61.261481,17.099053,SE,Sweden,SOO,Soderhamn
KRH,-22.57,17.1,NA,Namibia,OKU,Mokuti Lodge Airport
LON,48.14816,17.10674,SK,Slovakia,BTS,Bratislava
ZYD,65.0959,17.11731,SE,Sweden,SQO,Storuman
GAQ,46.6864,17.1591,HU,Hungary,SOB,Sármellék
ZEP,44.77583,17.18556,BA,Bosnia and Herzegovina,BNX,Banja Luka
ZYJ,49.58818,17.20768,CZ,Czech Republic,OLO,Olomouc
BSH,40.47611,17.22972,IT,Italy,TAR,Taranto
QQU,-30.2,17.27,ZA,South Africa,KIG,Koingnaas Airport
QQT,62.39129,17.3063,SE,Sweden,SDL,Sundsvall=Midlanda=Härnösand
XBG,-3.31667,17.36667,CD,Democratic Republic of the Congo,FDU,Bandundu
ZYF,-22.08,17.37,NA,Namibia,MQG,Midgard NA
QQS,68.43571,17.38844,NO,Norway,NVK,Narvik
QQK,49.4258,17.4047,CZ,Czech Republic,PRV,Přerov
XSU,6.5,17.43,CF,Central African Republic,BSN,Bossangoa
QQW,49.029444,17.439722,CZ,Czech Republic,UHE,Kunovice Airport
QUY,1.367,17.48,CG,Republic of the Congo,EPN,Epena
ZLS,-27.91667,17.48333,NA,Namibia,AIW,Ai-Ais
TTK,59.20097,17.62395,SE,Sweden,JSO,Södertälje
CPJ,59.85882,17.63889,SE,Sweden,QYX,Uppsala
XNK,5.267,17.65,CF,Central African Republic,BEM,Bossembélé Airport
DOR,47.68,17.67,HU,Hungary,QGY,Győr-Pér International Airport
CDT,49,17.67,CZ,Czech Republic,GTW,Holesov
XNV,-2.71667,17.68333,CD,Democratic Republic of the Congo,NIO,Nioki
XOF,-14.6585,17.69099,AO,Angola,SPP,Menongue
LDE,-19.23333,17.71667,NA,Namibia,TSB,Tsumeb
XHZ,25.91667,17.75,LY,Libya,QEJ,Elgarhbolli
BQH,63.048597,17.768856,SE,Sweden,KRF,Kramfors Flygplats
GSY,43.34333,17.80806,BA,Bosnia and Herzegovina,OMO,Mostar
TMQ,48.625247,17.828444,SK,Slovakia,PZY,Piestany
LCY,-4.833,17.85,CD,Democratic Republic of the Congo,MSM,Masi-Manimba
XBA,-29.66434,17.8865,ZA,South Africa,SBU,Springbok
QMO,46.4,17.91667,HU,Hungary,TZR,Taszar
QMW,-33,17.93,ZA,South Africa,SDB,Saldanha /Vredenburg Airport
DOL,40.62773,17.93682,IT,Italy,BDS,Brindisi
XTB,59.35,17.95,SE,Sweden,XXT,Arboga
LEH,59.35,17.95,SE,Sweden,XXI,Koping SE Railway Station
XAN,59.35,17.95,SE,Sweden,XXV,Kumla SE Railway Station
CBG,11.05,17.95,TD,Chad,MEF,Melfi
QFO,59.35,17.95,SE,Sweden,XWX,Nassjo SE Railway Station
XDC,53.0968,17.9777,PL,Poland,BZG,Bydgoszcz
MUW,-9.14583,18.04453,AO,Angola,LZM,Cuango
ANG,1.59011,18.05084,CG,Republic of the Congo,ION,Impfondo
XMR,59.35,18.08,SE,Sweden,XZQ,Pass Ra SE Pass Rail Generic
ZLN,42.64807,18.09216,HR,Croatia,DBV,Dubrovnik
LME,49.696292,18.111053,CZ,Czech Republic,OSR,Ostrava
ZPM,-26.539828,18.111447,NA,Namibia,KMP,Keetmanshoop
XGC,-19.56667,18.11667,NA,Namibia,GFY,Grootfontein
TMX,40.239228,18.133325,IT,Italy,LCC,Lecce
XQB,45.99,18.24,HU,Hungary,PEV,Pecs - Pogany Airport
XQD,46.07,18.25,HU,Hungary,QPJ,Pecs HU Pecs
XPW,0.04865,18.26034,CD,Democratic Republic of the Congo,MDK,Mbandaka
XGM,-1.95,18.26667,CD,Democratic Republic of the Congo,INO,Inongo
HDQ,6.51665,18.27267,CF,Central African Republic,BCF,Bouca
XHU,7.30082,18.2833,CF,Central African Republic,BTG,Batangafo
XQL,57.64089,18.29602,SE,Sweden,VBY,Visby
XQT,13.23,18.32,TD,Chad,ATV,Ati
ZLX,43.824583,18.331467,BA,Bosnia and Herzegovina,SJJ,Sarajevo
ZZZ,9.15,18.38,TD,Chad,SRH,Sarh Airport
XMZ,-33.92584,18.42322,ZA,South Africa,CPT,Cape Town
XQM,54.37808,18.46823,PL,Poland,GDN,Gdańsk
XQW,-31.66833,18.50119,ZA,South Africa,VRE,Vredendal
XNO,4.398475,18.518786,CF,Central African Republic,BGF,Bangui
XNM,3.05,18.52,CG,Republic of the Congo,BTB,Betou Airport
XPF,69.055758,18.540356,NO,Norway,BDU,Bardufoss
XPT,49.23153,18.6135,SK,Slovakia,ILZ,Žilina
XRU,3.633,18.63,CD,Democratic Republic of the Congo,LIE,Libenge
XRG,44.53842,18.66709,BA,Bosnia and Herzegovina,TZL,Tuzla
XRC,64.59537,18.67351,SE,Sweden,LYC,Lycksele
XSR,12.18441,18.69303,TD,Chad,MVO,Mongo
XWB,45.55111,18.69389,HR,Croatia,OSI,Osijek
XWH,42.43639,18.69611,ME,Montenegro,TIV,Tivat
XTK,-4.833,18.73,CD,Democratic Republic of the Congo,LUS,Lusanga
XWD,-28.03333,18.73333,NA,Namibia,KAS,Karasburg
XWN,-5.035767,18.785631,CD,Democratic Republic of the Congo,KKW,Kikwit Airport
XWE,-29.281767,18.813869,ZA,South Africa,AGZ,Aggeneys
XWI,69.6489,18.95508,NO,Norway,TOS,Tromsø
XWO,-22.45,18.96667,NA,Namibia,GOG,Gobabis
XLX,63.408339,18.990039,SE,Sweden,OER,Örnskoldsvik flygplats
STN,50.25,19,PL,Poland,KTW,Katowice
XFH,-1.45,19,CD,Democratic Republic of the Congo,KRZ,Kiri
XFU,47.5,19.02,HU,Hungary,BUD,Budapest
XEU,17.9257,19.10428,TD,Chad,FYT,Faya-Largeau
XEW,48.63806,19.13417,SK,Slovakia,SLD,Sliač
XEV,65.59033,19.16682,SE,Sweden,AJR,Arvidsjaur
PIS,-15.17,19.17,AO,Angola,CTI,Cuito Cuanavale
XQE,50.885,19.204722,PL,Poland,CZW,Rudniki
XOP,43.12,19.23,ME,Montenegro,ZBK,Žabljak Airport
FNG,42.359392,19.251894,ME,Montenegro,TGD,Podgorica
KNF,11.47,19.28,TD,Chad,AOD,Abou-Deïa Airport
WEM,51.721881,19.398133,DK,Denmark,QLZ,Ikast
ALV,51.72,19.4,PL,Poland,LCJ,Lodz Lublinek
EGC,54.17,19.42,PL,Poland,ZBG,Elbląg
MHZ,-5,19.5,CD,Democratic Republic of the Congo,IDF,Idiofa
RCS,30.378139,19.576444,LY,Libya,LMQ,Marsa Brega Airport
XSE,43.88,19.7,RS,Serbia,UZC,Ponikve Airport
WXF,41.4219,19.71296,AL,Albania,TIA,Tirana
ILD,-17.956461,19.719439,NA,Namibia,NDU,Rundu
XCX,13.27,19.72,TD,Chad,OUM,Oum Hadjer
LKZ,48.35,19.73,SK,Slovakia,LUE,Lucenec
AGF,3.235369,19.771258,CD,Democratic Republic of the Congo,GMA,Gemena
XBX,50.07617,19.79157,PL,Poland,KRK,Kraków
XLH,1.217,19.8,CD,Democratic Republic of the Congo,BSU,Basankusu
QZN,10.88,19.82,TD,Chad,AKM,Zakouma
QLQ,45.25167,19.83694,RS,Serbia,QND,Novi Sad
TUF,42.83859,19.86217,ME,Montenegro,IVG,Berane
XJT,-13.68333,19.86667,AO,Angola,CNZ,Cangamba
SEN,-33.80342,19.88537,ZA,South Africa,ROD,Robertson
XPA,-11.768086,19.897672,AO,Angola,LUO,Luena
BEQ,60.1222,19.89816,AX,Aland Islands,MHQ,Mariehamn
XSH,39.601944,19.911667,GR,Greece,CFU,Kerkyra Airport
QUX,32.11486,20.06859,LY,Libya,BEN,Benina=Benghazi
XCE,46.25,20.15,HU,Hungary,QZD,Szeged
FKH,67.85572,20.22513,SE,Sweden,KRN,Kiruna
PGX,49.073594,20.241142,SK,Slovakia,TAT,Poprad
QDH,-34.55486,20.25068,ZA,South Africa,OVG,AFB Overberg
LYX,63.82842,20.25972,SE,Sweden,UME,Umeå
QOU,11.03,20.28,TD,Chad,AMC,Am Timan
BMW,44.82,20.3,RS,Serbia,BEG,Belgrade
MQV,-4.167,20.33,CD,Democratic Republic of the Congo,BAN,Basongo
XAM,-9.66078,20.39155,AO,Angola,VHC,Saurimo
XVD,-10.78,20.5,AO,Angola,UAL,Luau
DPE,38.12007,20.50048,GR,Greece,EFL,Kefalonia Island
LRL,54.70649,20.51095,RU,Russia,KGD,Kaliningrad
EBH,-4.317,20.57,CD,Democratic Republic of the Congo,PFR,Ilebo
URO,5.85,20.63,CF,Central African Republic,BBY,Bambari
EER,8.4,20.65,CF,Central African Republic,NDL,N'Dele
ZAB,52.45117,20.65271,PL,Poland,WMI,Nowy Dwór Mazowiecki=Modlin
QIO,-8.44155,20.73197,AO,Angola,LBZ,Lucapa
EVX,-7.3,20.73333,AO,Angola,PGI,Chitato
REU,41.17996,20.74232,MK,Macedonia,OHD,Ohrid
LIG,38.925467,20.765311,GR,Greece,PVK,Aktion Airport
IPW,-17.97,20.78,AO,Angola,DRC,Dirico
XBQ,48.1,20.78333,HU,Hungary,MCQ,Miskolc
LFW,-6.44069,20.79549,CD,Democratic Republic of the Congo,TSH,Tshikapa
XSL,67.13333,20.81667,SE,Sweden,GEV,Gällivare Airport
ARL,-7.4,20.82,AO,Angola,DUE,Dundo Airport
QGN,39.6964,20.8225,GR,Greece,IOA,Ioánnina
NWI,13.847,20.844333,TD,Chad,AEH,Abéché
QQH,-0.28163,20.88053,CD,Democratic Republic of the Congo,BNB,Boende
TID,37.750853,20.88425,GR,Greece,ZTH,Zakinthos Airport
QQD,53.48333,20.93333,PL,Poland,SZY,Szymany=Szczytno
WOB,69.79236,20.94011,NO,Norway,SOJ,Sørkjosen
BWY,52.16575,20.967122,PL,Poland,WAW,Warsaw
CFK,4.253206,20.975283,CD,Democratic Republic of the Congo,BDT,Gbadolite
MSE,42.57278,21.03583,XK,Kosovo,PRN,Pristina
WAX,55.9175,21.06861,LT,Lithuania,PLQ,Palanga
XMW,64.624772,21.076892,SE,Sweden,SFT,Skellefteå Airport
TLS,56.5175,21.096944,LV,Latvia,LPX,Liepaja East
CLF,51.40253,21.14714,PL,Poland,RDO,Radom
XDR,9.33,21.18,CF,Central African Republic,GDA,Gounda Airport
NAE,48.66306,21.24111,SK,Slovakia,KSC,Košice
IBZ,55.71667,21.25,LT,Lithuania,KLJ,Klaipėda Airport
QQR,8.5,21.25,CF,Central African Republic,KOL,Koumala Airport
LEU,-28.44776,21.25612,ZA,South Africa,UTN,Upington
XRO,46.17655,21.262022,RO,Romania,ARW,Arad
ZAO,40.446294,21.282186,GR,Greece,KSO,Kastoria Airport
BVE,37.920708,21.292583,GR,Greece,PYR,Andravida Airport
QTJ,45.809861,21.337861,RO,Romania,TSR,Timișoara Traian Vuia International Airport
XKA,38.602022,21.351208,GR,Greece,AGQ,Agrinion Airport
XCS,-7.71661,21.35828,AO,Angola,NZA,Nzagi Airport
LTQ,38.1652,21.40858,GR,Greece,GPA,Áraxos
XFX,41.99646,21.43141,MK,Macedonia,SKP,Skopje
XBS,-14.10165,21.43531,AO,Angola,GGC,Lumbala Nguimbo
DJA,2.170658,21.496906,CD,Democratic Republic of the Congo,LIQ,Lisala
CHR,57.35781,21.54419,LV,Latvia,VNT,Ventspils
ORE,-4.85,21.55,CD,Democratic Republic of the Congo,MEW,Mweka
XTU,9.73,21.58,CF,Central African Republic,GDI,Gordil Airport
DIP,29.22,21.58,LY,Libya,NFR,Nafoora
XFF,47.48892,21.61533,HU,Hungary,DEB,Debrecen
XAB,63.096,21.61577,FI,Finland,VAA,Vaasa
QVX,-18.11065,21.61645,NA,Namibia,BQI,Bagani
XLT,-21.7,21.67,BW,Botswana,GNZ,Ghanzi
